+----------------------+-----------+------+------+--------------+-------------+
| modelname            | thickness | dvs  | drho | criticalDist | awayFromCMB |
| ULVZ_201500004482    |        26 |  -14 |  7.5 |          100 |           0 |
| ULVZ_201500004483    |        26 |  -13 |  7.5 |          100 |           0 |
| ULVZ_201500004484    |        26 |  -12 |  7.5 |          100 |           0 |
| ULVZ_201500004485    |        26 |  -11 |  7.5 |          100 |           0 |
| ULVZ_201500004486    |        26 |  -10 |  7.5 |          100 |           0 |
| ULVZ_201500004487    |        26 |   -9 |  7.5 |          100 |           0 |
| ULVZ_201500004488    |        26 |   -8 |  7.5 |          100 |           0 |
| ULVZ_201500004489    |        26 |   -7 |  7.5 |          100 |           0 |
| ULVZ_201500004490    |        26 |   -6 |  7.5 |          100 |           0 |
| ULVZ_201500004491    |        26 |   -5 |  7.5 |          100 |           0 |
| ULVZ_201500004492    |        26 |   -4 |  7.5 |          100 |           0 |
| ULVZ_201500004493    |        26 |   -3 |  7.5 |          100 |           0 |
| ULVZ_201500004494    |        26 |   -2 |  7.5 |          100 |           0 |
| ULVZ_201500004495    |        26 |   -1 |  7.5 |          100 |           0 |
| ULVZ_201500004496    |        26 |    0 |  7.5 |          100 |           0 |
| ULVZ_201500004497    |        27 |  -30 |  7.5 |          100 |           0 |
| ULVZ_201500004498    |        27 |  -29 |  7.5 |          100 |           0 |
| ULVZ_201500004499    |        27 |  -28 |  7.5 |          100 |           0 |
| ULVZ_201500004500    |        27 |  -27 |  7.5 |          100 |           0 |
| ULVZ_201500004501    |        27 |  -26 |  7.5 |          100 |           0 |
| ULVZ_201500004502    |        27 |  -25 |  7.5 |          100 |           0 |
| ULVZ_201500004503    |        27 |  -24 |  7.5 |          100 |           0 |
| ULVZ_201500004504    |        27 |  -23 |  7.5 |          100 |           0 |
| ULVZ_201500004505    |        27 |  -22 |  7.5 |          100 |           0 |
| ULVZ_201500004506    |        27 |  -21 |  7.5 |          100 |           0 |
| ULVZ_201500004507    |        27 |  -20 |  7.5 |          100 |           0 |
| ULVZ_201500004508    |        27 |  -19 |  7.5 |          100 |           0 |
| ULVZ_201500004509    |        27 |  -18 |  7.5 |          100 |           0 |
| ULVZ_201500004510    |        27 |  -17 |  7.5 |          100 |           0 |
| ULVZ_201500004511    |        27 |  -16 |  7.5 |          100 |           0 |
| ULVZ_201500004512    |        27 |  -15 |  7.5 |          100 |           0 |
| ULVZ_201500004513    |        27 |  -14 |  7.5 |          100 |           0 |
| ULVZ_201500004514    |        27 |  -13 |  7.5 |          100 |           0 |
| ULVZ_201500004515    |        27 |  -12 |  7.5 |          100 |           0 |
| ULVZ_201500004516    |        27 |  -11 |  7.5 |          100 |           0 |
| ULVZ_201500004517    |        27 |  -10 |  7.5 |          100 |           0 |
| ULVZ_201500004518    |        27 |   -9 |  7.5 |          100 |           0 |
| ULVZ_201500004519    |        27 |   -8 |  7.5 |          100 |           0 |
| ULVZ_201500004520    |        27 |   -7 |  7.5 |          100 |           0 |
| ULVZ_201500004521    |        27 |   -6 |  7.5 |          100 |           0 |
| ULVZ_201500004522    |        27 |   -5 |  7.5 |          100 |           0 |
| ULVZ_201500004523    |        27 |   -4 |  7.5 |          100 |           0 |
| ULVZ_201500004524    |        27 |   -3 |  7.5 |          100 |           0 |
| ULVZ_201500004525    |        27 |   -2 |  7.5 |          100 |           0 |
| ULVZ_201500004526    |        27 |   -1 |  7.5 |          100 |           0 |
| ULVZ_201500004527    |        27 |    0 |  7.5 |          100 |           0 |
| ULVZ_201500004528    |        28 |  -30 |  7.5 |          100 |           0 |
| ULVZ_201500004529    |        28 |  -29 |  7.5 |          100 |           0 |
| ULVZ_201500004530    |        28 |  -28 |  7.5 |          100 |           0 |
| ULVZ_201500004531    |        28 |  -27 |  7.5 |          100 |           0 |
| ULVZ_201500004532    |        28 |  -26 |  7.5 |          100 |           0 |
| ULVZ_201500004533    |        28 |  -25 |  7.5 |          100 |           0 |
| ULVZ_201500004534    |        28 |  -24 |  7.5 |          100 |           0 |
| ULVZ_201500004535    |        28 |  -23 |  7.5 |          100 |           0 |
| ULVZ_201500004536    |        28 |  -22 |  7.5 |          100 |           0 |
| ULVZ_201500004537    |        28 |  -21 |  7.5 |          100 |           0 |
| ULVZ_201500004538    |        28 |  -20 |  7.5 |          100 |           0 |
| ULVZ_201500004539    |        28 |  -19 |  7.5 |          100 |           0 |
| ULVZ_201500004540    |        28 |  -18 |  7.5 |          100 |           0 |
| ULVZ_201500004541    |        28 |  -17 |  7.5 |          100 |           0 |
| ULVZ_201500004542    |        28 |  -16 |  7.5 |          100 |           0 |
| ULVZ_201500004543    |        28 |  -15 |  7.5 |          100 |           0 |
| ULVZ_201500004544    |        28 |  -14 |  7.5 |          100 |           0 |
| ULVZ_201500004545    |        28 |  -13 |  7.5 |          100 |           0 |
| ULVZ_201500004546    |        28 |  -12 |  7.5 |          100 |           0 |
| ULVZ_201500004547    |        28 |  -11 |  7.5 |          100 |           0 |
| ULVZ_201500004548    |        28 |  -10 |  7.5 |          100 |           0 |
| ULVZ_201500004549    |        28 |   -9 |  7.5 |          100 |           0 |
| ULVZ_201500004550    |        28 |   -8 |  7.5 |          100 |           0 |
| ULVZ_201500004551    |        28 |   -7 |  7.5 |          100 |           0 |
| ULVZ_201500004552    |        28 |   -6 |  7.5 |          100 |           0 |
| ULVZ_201500004553    |        28 |   -5 |  7.5 |          100 |           0 |
| ULVZ_201500004554    |        28 |   -4 |  7.5 |          100 |           0 |
| ULVZ_201500004555    |        28 |   -3 |  7.5 |          100 |           0 |
| ULVZ_201500004556    |        28 |   -2 |  7.5 |          100 |           0 |
| ULVZ_201500004557    |        28 |   -1 |  7.5 |          100 |           0 |
| ULVZ_201500004558    |        28 |    0 |  7.5 |          100 |           0 |
| ULVZ_201500004559    |        29 |  -30 |  7.5 |          100 |           0 |
| ULVZ_201500004560    |        29 |  -29 |  7.5 |          100 |           0 |
| ULVZ_201500004561    |        29 |  -28 |  7.5 |          100 |           0 |
| ULVZ_201500004562    |        29 |  -27 |  7.5 |          100 |           0 |
| ULVZ_201500004563    |        29 |  -26 |  7.5 |          100 |           0 |
| ULVZ_201500004564    |        29 |  -25 |  7.5 |          100 |           0 |
| ULVZ_201500004565    |        29 |  -24 |  7.5 |          100 |           0 |
| ULVZ_201500004566    |        29 |  -23 |  7.5 |          100 |           0 |
| ULVZ_201500004567    |        29 |  -22 |  7.5 |          100 |           0 |
| ULVZ_201500004568    |        29 |  -21 |  7.5 |          100 |           0 |
| ULVZ_201500004569    |        29 |  -20 |  7.5 |          100 |           0 |
| ULVZ_201500004570    |        29 |  -19 |  7.5 |          100 |           0 |
| ULVZ_201500004571    |        29 |  -18 |  7.5 |          100 |           0 |
| ULVZ_201500004572    |        29 |  -17 |  7.5 |          100 |           0 |
| ULVZ_201500004573    |        29 |  -16 |  7.5 |          100 |           0 |
| ULVZ_201500004574    |        29 |  -15 |  7.5 |          100 |           0 |
| ULVZ_201500004575    |        29 |  -14 |  7.5 |          100 |           0 |
| ULVZ_201500004576    |        29 |  -13 |  7.5 |          100 |           0 |
| ULVZ_201500004577    |        29 |  -12 |  7.5 |          100 |           0 |
| ULVZ_201500004578    |        29 |  -11 |  7.5 |          100 |           0 |
| ULVZ_201500004579    |        29 |  -10 |  7.5 |          100 |           0 |
| ULVZ_201500004580    |        29 |   -9 |  7.5 |          100 |           0 |
| ULVZ_201500004581    |        29 |   -8 |  7.5 |          100 |           0 |
| ULVZ_201500004582    |        29 |   -7 |  7.5 |          100 |           0 |
| ULVZ_201500004583    |        29 |   -6 |  7.5 |          100 |           0 |
| ULVZ_201500004584    |        29 |   -5 |  7.5 |          100 |           0 |
| ULVZ_201500004585    |        29 |   -4 |  7.5 |          100 |           0 |
| ULVZ_201500004586    |        29 |   -3 |  7.5 |          100 |           0 |
| ULVZ_201500004587    |        29 |   -2 |  7.5 |          100 |           0 |
| ULVZ_201500004588    |        29 |   -1 |  7.5 |          100 |           0 |
| ULVZ_201500004589    |        29 |    0 |  7.5 |          100 |           0 |
| ULVZ_201500004590    |        30 |  -30 |  7.5 |          100 |           0 |
| ULVZ_201500004591    |        30 |  -29 |  7.5 |          100 |           0 |
| ULVZ_201500004592    |        30 |  -28 |  7.5 |          100 |           0 |
| ULVZ_201500004593    |        30 |  -27 |  7.5 |          100 |           0 |
| ULVZ_201500004594    |        30 |  -26 |  7.5 |          100 |           0 |
| ULVZ_201500004595    |        30 |  -25 |  7.5 |          100 |           0 |
| ULVZ_201500004596    |        30 |  -24 |  7.5 |          100 |           0 |
| ULVZ_201500004597    |        30 |  -23 |  7.5 |          100 |           0 |
| ULVZ_201500004598    |        30 |  -22 |  7.5 |          100 |           0 |
| ULVZ_201500004599    |        30 |  -21 |  7.5 |          100 |           0 |
| ULVZ_201500004600    |        30 |  -20 |  7.5 |          100 |           0 |
| ULVZ_201500004601    |        30 |  -19 |  7.5 |          100 |           0 |
| ULVZ_201500004602    |        30 |  -18 |  7.5 |          100 |           0 |
| ULVZ_201500004603    |        30 |  -17 |  7.5 |          100 |           0 |
| ULVZ_201500004604    |        30 |  -16 |  7.5 |          100 |           0 |
| ULVZ_201500004605    |        30 |  -15 |  7.5 |          100 |           0 |
| ULVZ_201500004606    |        30 |  -14 |  7.5 |          100 |           0 |
| ULVZ_201500004607    |        30 |  -13 |  7.5 |          100 |           0 |
| ULVZ_201500004608    |        30 |  -12 |  7.5 |          100 |           0 |
| ULVZ_201500004609    |        30 |  -11 |  7.5 |          100 |           0 |
| ULVZ_201500004610    |        30 |  -10 |  7.5 |          100 |           0 |
| ULVZ_201500004611    |        30 |   -9 |  7.5 |          100 |           0 |
| ULVZ_201500004612    |        30 |   -8 |  7.5 |          100 |           0 |
| ULVZ_201500004613    |        30 |   -7 |  7.5 |          100 |           0 |
| ULVZ_201500004614    |        30 |   -6 |  7.5 |          100 |           0 |
| ULVZ_201500004615    |        30 |   -5 |  7.5 |          100 |           0 |
| ULVZ_201500004616    |        30 |   -4 |  7.5 |          100 |           0 |
| ULVZ_201500004617    |        30 |   -3 |  7.5 |          100 |           0 |
| ULVZ_201500004618    |        30 |   -2 |  7.5 |          100 |           0 |
| ULVZ_201500004619    |        30 |   -1 |  7.5 |          100 |           0 |
| ULVZ_201500004620    |        30 |    0 |  7.5 |          100 |           0 |
| ULVZ_201500004621    |         1 |  -30 |   -5 |          100 |           0 |
| ULVZ_201500004622    |         1 |  -30 | -2.5 |          100 |           0 |
| ULVZ_201500004623    |         1 |  -29 |   -5 |          100 |           0 |
| ULVZ_201500004624    |         1 |  -29 | -2.5 |          100 |           0 |
| ULVZ_201500004625    |         1 |  -28 |   -5 |          100 |           0 |
| ULVZ_201500004626    |         1 |  -28 | -2.5 |          100 |           0 |
| ULVZ_201500004627    |         1 |  -27 |   -5 |          100 |           0 |
| ULVZ_201500004628    |         1 |  -27 | -2.5 |          100 |           0 |
| ULVZ_201500004629    |         1 |  -26 |   -5 |          100 |           0 |
| ULVZ_201500004630    |         1 |  -26 | -2.5 |          100 |           0 |
| ULVZ_201500004631    |         1 |  -25 |   -5 |          100 |           0 |
| ULVZ_201500004632    |         1 |  -25 | -2.5 |          100 |           0 |
| ULVZ_201500004633    |         1 |  -24 |   -5 |          100 |           0 |
| ULVZ_201500004634    |         1 |  -24 | -2.5 |          100 |           0 |
| ULVZ_201500004635    |         1 |  -23 |   -5 |          100 |           0 |
| ULVZ_201500004636    |         1 |  -23 | -2.5 |          100 |           0 |
| ULVZ_201500004637    |         1 |  -22 |   -5 |          100 |           0 |
| ULVZ_201500004638    |         1 |  -22 | -2.5 |          100 |           0 |
| ULVZ_201500004639    |         1 |  -21 |   -5 |          100 |           0 |
| ULVZ_201500004640    |         1 |  -21 | -2.5 |          100 |           0 |
| ULVZ_201500004641    |         1 |  -20 |   -5 |          100 |           0 |
| ULVZ_201500004642    |         1 |  -20 | -2.5 |          100 |           0 |
| ULVZ_201500004643    |         1 |  -19 |   -5 |          100 |           0 |
| ULVZ_201500004644    |         1 |  -19 | -2.5 |          100 |           0 |
| ULVZ_201500004645    |         1 |  -18 |   -5 |          100 |           0 |
| ULVZ_201500004646    |         1 |  -18 | -2.5 |          100 |           0 |
| ULVZ_201500004647    |         1 |  -17 |   -5 |          100 |           0 |
| ULVZ_201500004648    |         1 |  -17 | -2.5 |          100 |           0 |
| ULVZ_201500004649    |         1 |  -16 |   -5 |          100 |           0 |
| ULVZ_201500004650    |         1 |  -16 | -2.5 |          100 |           0 |
| ULVZ_201500004651    |         1 |  -15 |   -5 |          100 |           0 |
| ULVZ_201500004652    |         1 |  -15 | -2.5 |          100 |           0 |
| ULVZ_201500004653    |         1 |  -14 |   -5 |          100 |           0 |
| ULVZ_201500004654    |         1 |  -14 | -2.5 |          100 |           0 |
| ULVZ_201500004655    |         1 |  -13 |   -5 |          100 |           0 |
| ULVZ_201500004656    |         1 |  -13 | -2.5 |          100 |           0 |
| ULVZ_201500004657    |         1 |  -12 |   -5 |          100 |           0 |
| ULVZ_201500004658    |         1 |  -12 | -2.5 |          100 |           0 |
| ULVZ_201500004659    |         1 |  -11 |   -5 |          100 |           0 |
| ULVZ_201500004660    |         1 |  -11 | -2.5 |          100 |           0 |
| ULVZ_201500004661    |         1 |  -10 |   -5 |          100 |           0 |
| ULVZ_201500004662    |         1 |  -10 | -2.5 |          100 |           0 |
| ULVZ_201500004663    |         1 |   -9 |   -5 |          100 |           0 |
| ULVZ_201500004664    |         1 |   -9 | -2.5 |          100 |           0 |
| ULVZ_201500004665    |         1 |   -8 |   -5 |          100 |           0 |
| ULVZ_201500004666    |         1 |   -8 | -2.5 |          100 |           0 |
| ULVZ_201500004667    |         1 |   -7 |   -5 |          100 |           0 |
| ULVZ_201500004668    |         1 |   -7 | -2.5 |          100 |           0 |
| ULVZ_201500004669    |         1 |   -6 |   -5 |          100 |           0 |
| ULVZ_201500004670    |         1 |   -6 | -2.5 |          100 |           0 |
| ULVZ_201500004671    |         1 |   -5 |   -5 |          100 |           0 |
| ULVZ_201500004672    |         1 |   -5 | -2.5 |          100 |           0 |
| ULVZ_201500004673    |         1 |   -4 |   -5 |          100 |           0 |
| ULVZ_201500004674    |         1 |   -4 | -2.5 |          100 |           0 |
| ULVZ_201500004675    |         1 |   -3 |   -5 |          100 |           0 |
| ULVZ_201500004676    |         1 |   -3 | -2.5 |          100 |           0 |
| ULVZ_201500004677    |         1 |   -2 |   -5 |          100 |           0 |
| ULVZ_201500004678    |         1 |   -2 | -2.5 |          100 |           0 |
| ULVZ_201500004679    |         1 |   -1 |   -5 |          100 |           0 |
| ULVZ_201500004680    |         1 |   -1 | -2.5 |          100 |           0 |
| ULVZ_201500004681    |         1 |    0 |   -5 |          100 |           0 |
| ULVZ_201500004682    |         1 |    0 | -2.5 |          100 |           0 |
| ULVZ_201500004683    |         2 |  -30 |   -5 |          100 |           0 |
| ULVZ_201500004684    |         2 |  -30 | -2.5 |          100 |           0 |
| ULVZ_201500004685    |         2 |  -29 |   -5 |          100 |           0 |
| ULVZ_201500004686    |         2 |  -29 | -2.5 |          100 |           0 |
| ULVZ_201500004687    |         2 |  -28 |   -5 |          100 |           0 |
| ULVZ_201500004688    |         2 |  -28 | -2.5 |          100 |           0 |
| ULVZ_201500004689    |         2 |  -27 |   -5 |          100 |           0 |
| ULVZ_201500004690    |         2 |  -27 | -2.5 |          100 |           0 |
| ULVZ_201500004691    |         2 |  -26 |   -5 |          100 |           0 |
| ULVZ_201500004692    |         2 |  -26 | -2.5 |          100 |           0 |
| ULVZ_201500004693    |         2 |  -25 |   -5 |          100 |           0 |
| ULVZ_201500004694    |         2 |  -25 | -2.5 |          100 |           0 |
| ULVZ_201500004695    |         2 |  -24 |   -5 |          100 |           0 |
| ULVZ_201500004696    |         2 |  -24 | -2.5 |          100 |           0 |
| ULVZ_201500004697    |         2 |  -23 |   -5 |          100 |           0 |
| ULVZ_201500004698    |         2 |  -23 | -2.5 |          100 |           0 |
| ULVZ_201500004699    |         2 |  -22 |   -5 |          100 |           0 |
| ULVZ_201500004700    |         2 |  -22 | -2.5 |          100 |           0 |
| ULVZ_201500004701    |         2 |  -21 |   -5 |          100 |           0 |
| ULVZ_201500004702    |         2 |  -21 | -2.5 |          100 |           0 |
| ULVZ_201500004703    |         2 |  -20 |   -5 |          100 |           0 |
| ULVZ_201500004704    |         2 |  -20 | -2.5 |          100 |           0 |
| ULVZ_201500004705    |         2 |  -19 |   -5 |          100 |           0 |
| ULVZ_201500004706    |         2 |  -19 | -2.5 |          100 |           0 |
| ULVZ_201500004707    |         2 |  -18 |   -5 |          100 |           0 |
| ULVZ_201500004708    |         2 |  -18 | -2.5 |          100 |           0 |
| ULVZ_201500004709    |         2 |  -17 |   -5 |          100 |           0 |
| ULVZ_201500004710    |         2 |  -17 | -2.5 |          100 |           0 |
| ULVZ_201500004711    |         2 |  -16 |   -5 |          100 |           0 |
| ULVZ_201500004712    |         2 |  -16 | -2.5 |          100 |           0 |
| ULVZ_201500004713    |         2 |  -15 |   -5 |          100 |           0 |
| ULVZ_201500004714    |         2 |  -15 | -2.5 |          100 |           0 |
| ULVZ_201500004715    |         2 |  -14 |   -5 |          100 |           0 |
| ULVZ_201500004716    |         2 |  -14 | -2.5 |          100 |           0 |
| ULVZ_201500004717    |         2 |  -13 |   -5 |          100 |           0 |
| ULVZ_201500004718    |         2 |  -13 | -2.5 |          100 |           0 |
| ULVZ_201500004719    |         2 |  -12 |   -5 |          100 |           0 |
| ULVZ_201500004720    |         2 |  -12 | -2.5 |          100 |           0 |
| ULVZ_201500004721    |         2 |  -11 |   -5 |          100 |           0 |
| ULVZ_201500004722    |         2 |  -11 | -2.5 |          100 |           0 |
| ULVZ_201500004723    |         2 |  -10 |   -5 |          100 |           0 |
| ULVZ_201500004724    |         2 |  -10 | -2.5 |          100 |           0 |
| ULVZ_201500004725    |         2 |   -9 |   -5 |          100 |           0 |
| ULVZ_201500004726    |         2 |   -9 | -2.5 |          100 |           0 |
| ULVZ_201500004727    |         2 |   -8 |   -5 |          100 |           0 |
| ULVZ_201500004728    |         2 |   -8 | -2.5 |          100 |           0 |
| ULVZ_201500004729    |         2 |   -7 |   -5 |          100 |           0 |
| ULVZ_201500004730    |         2 |   -7 | -2.5 |          100 |           0 |
| ULVZ_201500004731    |         2 |   -6 |   -5 |          100 |           0 |
| ULVZ_201500004732    |         2 |   -6 | -2.5 |          100 |           0 |
| ULVZ_201500004733    |         2 |   -5 |   -5 |          100 |           0 |
| ULVZ_201500004734    |         2 |   -5 | -2.5 |          100 |           0 |
| ULVZ_201500004735    |         2 |   -4 |   -5 |          100 |           0 |
| ULVZ_201500004736    |         2 |   -4 | -2.5 |          100 |           0 |
| ULVZ_201500004737    |         2 |   -3 |   -5 |          100 |           0 |
| ULVZ_201500004738    |         2 |   -3 | -2.5 |          100 |           0 |
| ULVZ_201500004739    |         2 |   -2 |   -5 |          100 |           0 |
| ULVZ_201500004740    |         2 |   -2 | -2.5 |          100 |           0 |
| ULVZ_201500004741    |         2 |   -1 |   -5 |          100 |           0 |
| ULVZ_201500004742    |         2 |   -1 | -2.5 |          100 |           0 |
| ULVZ_201500004743    |         2 |    0 |   -5 |          100 |           0 |
| ULVZ_201500004744    |         2 |    0 | -2.5 |          100 |           0 |
| ULVZ_201500004745    |         3 |  -30 |   -5 |          100 |           0 |
| ULVZ_201500004746    |         3 |  -30 | -2.5 |          100 |           0 |
| ULVZ_201500004747    |         3 |  -29 |   -5 |          100 |           0 |
| ULVZ_201500004748    |         3 |  -29 | -2.5 |          100 |           0 |
| ULVZ_201500004749    |         3 |  -28 |   -5 |          100 |           0 |
| ULVZ_201500004750    |         3 |  -28 | -2.5 |          100 |           0 |
| ULVZ_201500004751    |         3 |  -27 |   -5 |          100 |           0 |
| ULVZ_201500004752    |         3 |  -27 | -2.5 |          100 |           0 |
| ULVZ_201500004753    |         3 |  -26 |   -5 |          100 |           0 |
| ULVZ_201500004754    |         3 |  -26 | -2.5 |          100 |           0 |
| ULVZ_201500004755    |         3 |  -25 |   -5 |          100 |           0 |
| ULVZ_201500004756    |         3 |  -25 | -2.5 |          100 |           0 |
| ULVZ_201500004757    |         3 |  -24 |   -5 |          100 |           0 |
| ULVZ_201500004758    |         3 |  -24 | -2.5 |          100 |           0 |
| ULVZ_201500004759    |         3 |  -23 |   -5 |          100 |           0 |
| ULVZ_201500004760    |         3 |  -23 | -2.5 |          100 |           0 |
| ULVZ_201500004761    |         3 |  -22 |   -5 |          100 |           0 |
| ULVZ_201500004762    |         3 |  -22 | -2.5 |          100 |           0 |
| ULVZ_201500004763    |         3 |  -21 |   -5 |          100 |           0 |
| ULVZ_201500004764    |         3 |  -21 | -2.5 |          100 |           0 |
| ULVZ_201500004765    |         3 |  -20 |   -5 |          100 |           0 |
| ULVZ_201500004766    |         3 |  -20 | -2.5 |          100 |           0 |
| ULVZ_201500004767    |         3 |  -19 |   -5 |          100 |           0 |
| ULVZ_201500004768    |         3 |  -19 | -2.5 |          100 |           0 |
| ULVZ_201500004769    |         3 |  -18 |   -5 |          100 |           0 |
| ULVZ_201500004770    |         3 |  -18 | -2.5 |          100 |           0 |
| ULVZ_201500004771    |         3 |  -17 |   -5 |          100 |           0 |
| ULVZ_201500004772    |         3 |  -17 | -2.5 |          100 |           0 |
| ULVZ_201500004773    |         3 |  -16 |   -5 |          100 |           0 |
| ULVZ_201500004774    |         3 |  -16 | -2.5 |          100 |           0 |
| ULVZ_201500004775    |         3 |  -15 |   -5 |          100 |           0 |
| ULVZ_201500004776    |         3 |  -15 | -2.5 |          100 |           0 |
| ULVZ_201500004777    |         3 |  -14 |   -5 |          100 |           0 |
| ULVZ_201500004778    |         3 |  -14 | -2.5 |          100 |           0 |
| ULVZ_201500004779    |         3 |  -13 |   -5 |          100 |           0 |
| ULVZ_201500004780    |         3 |  -13 | -2.5 |          100 |           0 |
| ULVZ_201500004781    |         3 |  -12 |   -5 |          100 |           0 |
| ULVZ_201500004782    |         3 |  -12 | -2.5 |          100 |           0 |
| ULVZ_201500004783    |         3 |  -11 |   -5 |          100 |           0 |
| ULVZ_201500004784    |         3 |  -11 | -2.5 |          100 |           0 |
| ULVZ_201500004785    |         3 |  -10 |   -5 |          100 |           0 |
| ULVZ_201500004786    |         3 |  -10 | -2.5 |          100 |           0 |
| ULVZ_201500004787    |         3 |   -9 |   -5 |          100 |           0 |
| ULVZ_201500004788    |         3 |   -9 | -2.5 |          100 |           0 |
| ULVZ_201500004789    |         3 |   -8 |   -5 |          100 |           0 |
| ULVZ_201500004790    |         3 |   -8 | -2.5 |          100 |           0 |
| ULVZ_201500004791    |         3 |   -7 |   -5 |          100 |           0 |
| ULVZ_201500004792    |         3 |   -7 | -2.5 |          100 |           0 |
| ULVZ_201500004793    |         3 |   -6 |   -5 |          100 |           0 |
| ULVZ_201500004794    |         3 |   -6 | -2.5 |          100 |           0 |
| ULVZ_201500004795    |         3 |   -5 |   -5 |          100 |           0 |
| ULVZ_201500004796    |         3 |   -5 | -2.5 |          100 |           0 |
| ULVZ_201500004797    |         3 |   -4 |   -5 |          100 |           0 |
| ULVZ_201500004798    |         3 |   -4 | -2.5 |          100 |           0 |
| ULVZ_201500004799    |         3 |   -3 |   -5 |          100 |           0 |
| ULVZ_201500004800    |         3 |   -3 | -2.5 |          100 |           0 |
| ULVZ_201500004801    |         3 |   -2 |   -5 |          100 |           0 |
| ULVZ_201500004802    |         3 |   -2 | -2.5 |          100 |           0 |
| ULVZ_201500004803    |         3 |   -1 |   -5 |          100 |           0 |
| ULVZ_201500004804    |         3 |   -1 | -2.5 |          100 |           0 |
| ULVZ_201500004805    |         3 |    0 |   -5 |          100 |           0 |
| ULVZ_201500004806    |         3 |    0 | -2.5 |          100 |           0 |
| ULVZ_201500004807    |         4 |  -30 |   -5 |          100 |           0 |
| ULVZ_201500004808    |         4 |  -30 | -2.5 |          100 |           0 |
| ULVZ_201500004809    |         4 |  -29 |   -5 |          100 |           0 |
| ULVZ_201500004810    |         4 |  -29 | -2.5 |          100 |           0 |
| ULVZ_201500004811    |         4 |  -28 |   -5 |          100 |           0 |
| ULVZ_201500004812    |         4 |  -28 | -2.5 |          100 |           0 |
| ULVZ_201500004813    |         4 |  -27 |   -5 |          100 |           0 |
| ULVZ_201500004814    |         4 |  -27 | -2.5 |          100 |           0 |
| ULVZ_201500004815    |         4 |  -26 |   -5 |          100 |           0 |
| ULVZ_201500004816    |         4 |  -26 | -2.5 |          100 |           0 |
| ULVZ_201500004817    |         4 |  -25 |   -5 |          100 |           0 |
| ULVZ_201500004818    |         4 |  -25 | -2.5 |          100 |           0 |
| ULVZ_201500004819    |         4 |  -24 |   -5 |          100 |           0 |
| ULVZ_201500004820    |         4 |  -24 | -2.5 |          100 |           0 |
| ULVZ_201500004821    |         4 |  -23 |   -5 |          100 |           0 |
| ULVZ_201500004822    |         4 |  -23 | -2.5 |          100 |           0 |
| ULVZ_201500004823    |         4 |  -22 |   -5 |          100 |           0 |
| ULVZ_201500004824    |         4 |  -22 | -2.5 |          100 |           0 |
| ULVZ_201500004825    |         4 |  -21 |   -5 |          100 |           0 |
| ULVZ_201500004826    |         4 |  -21 | -2.5 |          100 |           0 |
| ULVZ_201500004827    |         4 |  -20 |   -5 |          100 |           0 |
| ULVZ_201500004828    |         4 |  -20 | -2.5 |          100 |           0 |
| ULVZ_201500004829    |         4 |  -19 |   -5 |          100 |           0 |
| ULVZ_201500004830    |         4 |  -19 | -2.5 |          100 |           0 |
| ULVZ_201500004831    |         4 |  -18 |   -5 |          100 |           0 |
| ULVZ_201500004832    |         4 |  -18 | -2.5 |          100 |           0 |
| ULVZ_201500004833    |         4 |  -17 |   -5 |          100 |           0 |
| ULVZ_201500004834    |         4 |  -17 | -2.5 |          100 |           0 |
| ULVZ_201500004835    |         4 |  -16 |   -5 |          100 |           0 |
| ULVZ_201500004836    |         4 |  -16 | -2.5 |          100 |           0 |
| ULVZ_201500004837    |         4 |  -15 |   -5 |          100 |           0 |
| ULVZ_201500004838    |         4 |  -15 | -2.5 |          100 |           0 |
| ULVZ_201500004839    |         4 |  -14 |   -5 |          100 |           0 |
| ULVZ_201500004840    |         4 |  -14 | -2.5 |          100 |           0 |
| ULVZ_201500004841    |         4 |  -13 |   -5 |          100 |           0 |
| ULVZ_201500004842    |         4 |  -13 | -2.5 |          100 |           0 |
| ULVZ_201500004843    |         4 |  -12 |   -5 |          100 |           0 |
| ULVZ_201500004844    |         4 |  -12 | -2.5 |          100 |           0 |
| ULVZ_201500004845    |         4 |  -11 |   -5 |          100 |           0 |
| ULVZ_201500004846    |         4 |  -11 | -2.5 |          100 |           0 |
| ULVZ_201500004847    |         4 |  -10 |   -5 |          100 |           0 |
| ULVZ_201500004848    |         4 |  -10 | -2.5 |          100 |           0 |
| ULVZ_201500004849    |         4 |   -9 |   -5 |          100 |           0 |
| ULVZ_201500004850    |         4 |   -9 | -2.5 |          100 |           0 |
| ULVZ_201500004851    |         4 |   -8 |   -5 |          100 |           0 |
| ULVZ_201500004852    |         4 |   -8 | -2.5 |          100 |           0 |
| ULVZ_201500004853    |         4 |   -7 |   -5 |          100 |           0 |
| ULVZ_201500004854    |         4 |   -7 | -2.5 |          100 |           0 |
| ULVZ_201500004855    |         4 |   -6 |   -5 |          100 |           0 |
| ULVZ_201500004856    |         4 |   -6 | -2.5 |          100 |           0 |
| ULVZ_201500004857    |         4 |   -5 |   -5 |          100 |           0 |
| ULVZ_201500004858    |         4 |   -5 | -2.5 |          100 |           0 |
| ULVZ_201500004859    |         4 |   -4 |   -5 |          100 |           0 |
| ULVZ_201500004860    |         4 |   -4 | -2.5 |          100 |           0 |
| ULVZ_201500004861    |         4 |   -3 |   -5 |          100 |           0 |
